+------------+----------+-------------------------------------------------------------------------------------------------+-------------------+
| ChapterNum | VerseNum |                                              Text                                               |       Metre       |
| 2          | 34       | śivayogaṃ vinā vipra tatra gantuṃ na śakyate||                                                  | anuṣṭubh          |
| 2          | 35       | aśvamedhādiyajñānāṃ koṭyāyutaśatāni ca|                                                         | anuṣṭubh          |
| 2          | 35       | kṛcchrāditapa sarvāṇi kṛtvā kalpaśatāni ca|                                                     | anuṣṭubh          |
| 2          | 35       | tatra gantuṃ na śakyeta devair{ }api tapodhana||                                                | anuṣṭubh          |
| 2          | 36       | gaṅgādisarvatīrtheṣu snātvā taptvā ca vai punaḥ|                                                | anuṣṭubh          |
| 2          | 36       | tatra gantuṃ na śakyeta ṛṣibhir{ }vā mahātmabhiḥ||                                              | anuṣṭubh          |
| 2          | 37       | saptadvīpasamudrāṇi ratnapūrṇāni bho dvija|                                                     | anuṣṭubh          |
| 2          | 37       | dattvā vā vedaviduṣe śraddhābhaktisamanvitaḥ|                                                   | anuṣṭubh          |
| 2          | 37       | tatra gantuṃ na śakyeta vinā dhyānena niścayaḥ||                                                | anuṣṭubh          |
| 2          | 38       | svadehān{ }māṃsam{ }uddhṛtya dattvārthibhyaś{ }ca niścayāt|                                     | anuṣṭubh          |
| 2          | 38       | svadāraputrasarvasvaṃ śiro 'rthibhyaś{ }ca yo dadet|                                            | anuṣṭubh          |
| 2          | 38       | na tatra gantuṃ śakyeta anyair{ }vāpi suduṣkaraiḥ||                                             | anuṣṭubh          |
| 2          | 39       | yajñatīrthatapodānavedādhyayanapāragaḥ|                                                         | anuṣṭubh          |
| 2          | 39       | brahmāṇḍāntasya bhogāṃs{ }tu bhuṅkte kālavaśānugaḥ||                                            | anuṣṭubh          |
| 2          | 40       | kālena samapreṣyeṇa dharmo yāti parikṣayam|                                                     | anuṣṭubh          |
| 2          | 40       | alātacakravat{ }sarvaṃ kālo yāti paribhraman|                                                   | anuṣṭubh          |
| 2          | 40       | traikālyakalanāt{ }kālas{ }tena kālaḥ prakīrtitaḥ||                                             | anuṣṭubh          |
| 2          | 0        | <COLOPHON>iti vṛṣasārasaṃgrahe śivāṇḍasaṃkhyā nāmādhyāyo dvitīyaḥ</COLOPHON>                    | colophon          |
| 3          | 1        | vigatarāga uvāca|*                                                                              | speakerindication |
| 3          | 1        | kimarthaṃ dharmam{ }ity{ }āhuḥ katimūrtiś{ }ca kīrtyate|                                        | anuṣṭubh          |
| 3          | 1        | katipādavṛṣo jñeyo gatis{ }tasya kati smṛtāḥ||                                                  | anuṣṭubh          |
| 3          | 2        | kautūhalaṃ mamotpannaṃ saṃśayaṃ chindhi tattvataḥ|                                              | anuṣṭubh          |
| 3          | 2        | kasya putro muniśreṣṭha prajās{ }tasya kati smṛtāḥ||                                            | anuṣṭubh          |
| 3          | 3        | anarthayajña uvāca|*                                                                            | speakerindication |
| 3          | 3        | dhṛtir{ }ity{ }eṣa dhātur{ }vai paryāyaḥ parikīrtitaḥ|                                          | anuṣṭubh          |
| 3          | 3        | ādhāraṇān{ }mahattvāc{ }ca dharma ity{ }abhidhīyate||                                           | anuṣṭubh          |
| 3          | 4        | śrutismṛtidvayor{ }mūrtiś{ }catuṣpādavṛṣaḥ sthitaḥ|                                             | anuṣṭubh          |
| 3          | 4        | caturāśrama yo dharmaḥ kīrtitāni manīṣibhiḥ||                                                   | anuṣṭubh          |
| 3          | 5        | gatiś{ }ca pañca vijñeyāḥ śṛṇu dharmasya bho dvija|                                             | anuṣṭubh          |
| 3          | 5        | devamānuṣatiryaṃ ca narakasthāvarādayaḥ||                                                       | anuṣṭubh          |
| 3          | 6        | brahmaṇo hṛdayaṃ bhittvā jāto dharmaḥ sanātanaḥ|                                                | anuṣṭubh          |
| 3          | 6        | tasya patnī mahābhāgā trayodaśa sumadhyamāḥ||                                                   | anuṣṭubh          |
| 3          | 7        | dakṣakanyā viśālākṣī śraddhādyāḥ sumanoharāḥ|                                                   | anuṣṭubh          |
| 3          | 7        | tasya putrāś{ }ca pautrāś{ }ca anekāś{ }ca babhūva ha|                                          | anuṣṭubh          |
| 3          | 7        | eṣa dharmanisargo 'yaṃ kiṃ bhūyaḥ śrotum{ }icchasi||                                            | anuṣṭubh          |
| 3          | 8        | vigatarāga uvāca|*                                                                              | speakerindication |
| 3          | 8        | dharmapatnī viśeṣeṇa putras{ }tābhyaḥ pṛthak{ }pṛthak|                                          | anuṣṭubh          |
| 3          | 8        | śrotum{ }icchāmi tattvena kathayasva tapodhana||                                                | anuṣṭubh          |
| 3          | 9        | anarthayajña uvāca|*                                                                            | speakerindication |
| 3          | 9        | śraddhā lakṣmīr{ }dhṛtis{ }tuṣṭiḥ puṣṭir{ }medhā kriyā lajjā|                                   | anuṣṭubh          |
| 3          | 9        | buddhiḥ śāntir{ }vapuḥ kīrtiḥ siddhiḥ prasūtisambhavāḥ||                                        | anuṣṭubh          |
| 3          | 10       | śraddhā kāmaḥ suto jāto darpo lakṣmīsutaḥ smṛtaḥ|                                               | anuṣṭubh          |
| 3          | 10       | dhṛtyās{ }tu niyamaḥ putraḥ saṃtoṣas{ }tuṣṭijaḥ smṛtaḥ||                                        | anuṣṭubh          |
| 3          | 11       | puṣṭyā lābhaḥ suto jāto medhāputraḥ śrutas{ }tathā|                                             | anuṣṭubh          |
| 3          | 11       | kriyāyās{ }tv{ }abhavat{ }putro daṇḍaḥ samaya eva ca||                                          | anuṣṭubh          |
